Aptitude,English,Quantitative,Analytical,Domain,Computer Fundamental,Coding,Placed,Branch_Agricultural Engineering,Branch_Applied Electronics and Instrumentation,Branch_Automobile Engineering,Branch_Civil Engineering,Branch_Computer Science Engineering,Branch_Electrical Engineering,Branch_Electrical and Electronics Engineering,Branch_Electronics and Communications Engineering,Branch_Electronics and Instrumentation Engineering,Branch_Information Technology,Branch_Instrumentation and Control Engineering,Branch_MCA,Branch_Mechanical Engineering,Degree_B. Tech.,Degree_BE,Degree_M. Tech.,Degree_MCA
50,65,25,60,37,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,60,47,60,30,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
58,67,47,60,55,47,92,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
82,80,93,73,55,80,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
44,53,40,40,55,33,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
51,60,33,60,20,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
62,67,53,67,55,67,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
40,50,20,50,37,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,60,40,67,65,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,67,47,67,50,40,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,40,33,47,20,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
64,67,60,67,60,27,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
42,33,47,47,35,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,60,33,60,40,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44,53,20,60,35,13,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
64,80,47,67,45,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
49,40,67,40,50,47,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,60,33,67,40,60,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,60,40,53,20,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,40,87,20,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
44,47,33,53,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
56,53,47,67,35,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
64,73,67,53,15,20,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,55,40,60,30,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
55,60,55,50,30,33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40,20,27,73,25,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,60,40,53,30,53,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
71,60,60,93,30,47,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
43,30,55,45,33,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
78,67,73,93,40,60,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,33,13,40,30,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38,27,47,40,30,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69,80,47,80,60,47,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
65,70,60,65,33,53,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
53,73,20,67,35,53,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
57,50,50,70,30,47,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
67,67,60,73,30,33,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
52,60,40,55,47,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,27,20,60,40,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
48,55,30,60,47,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,40,73,60,60,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
67,60,65,75,47,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28,25,5,55,33,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,80,27,67,55,80,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
36,53,20,33,70,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
67,87,53,60,60,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
58,67,27,80,20,27,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,27,47,40,50,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
49,60,40,47,30,47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,80,47,47,50,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,47,40,53,35,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,33,27,27,30,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
22,27,13,27,25,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
58,67,53,53,45,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,67,47,47,35,53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,40,20,53,30,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
78,67,80,87,80,60,94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,53,53,53,25,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,67,33,53,40,53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,40,53,80,20,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
36,40,47,20,45,40,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
45,50,30,55,27,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,67,40,60,55,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,60,47,53,35,27,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,80,33,27,35,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
38,60,0,53,35,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,60,60,60,35,40,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,67,27,67,55,33,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,40,40,40,40,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50,75,25,50,40,47,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,50,20,55,23,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
44,53,33,47,35,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42,35,50,40,43,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
56,73,40,53,65,93,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
51,47,67,40,0,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,40,60,60,63,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
62,55,65,65,43,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
55,65,40,60,37,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25,40,20,15,20,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,75,30,75,40,60,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
52,50,35,70,23,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42,67,27,33,35,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68,70,65,70,40,60,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60,33,67,80,55,27,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64,80,53,60,40,47,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,50,15,50,47,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
45,50,40,45,30,47,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,67,40,67,60,73,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
62,60,60,65,27,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
45,65,15,55,33,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49,47,47,53,10,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,60,33,67,35,53,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,73,33,60,45,53,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,80,40,60,30,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,67,33,60,55,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
56,53,53,60,35,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
40,60,33,27,35,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,60,33,67,15,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
31,47,13,33,45,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,60,40,60,65,33,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,53,27,47,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38,53,20,40,45,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
38,53,13,47,35,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31,20,33,40,35,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,60,20,35,20,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,40,27,60,45,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
58,60,53,60,60,47,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
70,85,60,65,37,33,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,47,67,47,30,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64,73,67,53,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
40,33,27,60,25,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22,27,33,7,45,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
48,70,15,60,40,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38,47,47,20,30,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
33,53,13,33,35,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
33,40,13,47,25,13,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
69,87,53,67,30,20,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,60,50,65,37,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,73,47,40,40,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
40,40,27,53,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
64,73,47,73,55,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
27,0,53,27,35,33,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
53,50,35,75,40,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
40,40,33,47,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71,67,73,73,60,73,96,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
53,45,65,50,47,27,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
37,60,15,35,27,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
57,65,45,60,40,73,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
51,67,40,47,55,73,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48,60,35,50,27,33,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,55,25,80,33,53,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
48,50,50,45,37,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42,53,33,40,25,47,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
71,80,53,80,45,67,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,47,47,53,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
44,53,47,33,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60,65,50,65,63,47,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
56,60,47,60,25,53,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
44,60,20,53,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
53,65,30,65,27,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,45,55,50,43,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
49,67,27,53,35,53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
67,60,47,93,35,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,53,27,40,35,27,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
56,73,27,67,45,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,67,47,47,35,53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,60,53,47,40,67,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,60,47,67,30,47,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53,60,40,60,17,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31,40,27,27,10,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,40,53,67,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
53,67,33,60,65,20,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
60,73,47,60,50,53,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,47,27,40,50,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31,27,27,40,35,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,40,33,33,35,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,53,47,60,25,60,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,60,40,60,30,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
44,53,20,60,30,47,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25,10,30,35,43,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
57,70,35,65,27,33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
62,67,53,67,55,53,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,27,60,40,40,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,47,40,53,45,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
55,55,60,50,50,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
44,33,60,40,55,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
60,60,70,50,53,53,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,40,27,20,35,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,47,40,33,30,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,80,33,60,35,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
36,60,27,20,50,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
62,80,35,70,53,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,60,47,67,70,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
56,67,47,53,50,47,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
62,73,60,53,50,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
33,50,0,50,30,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
49,40,33,73,30,33,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44,33,27,73,40,40,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,60,40,60,30,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,35,50,70,23,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,80,20,53,30,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
44,47,33,53,20,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,53,33,40,45,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,65,35,55,27,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,67,20,53,25,47,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,33,27,60,25,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60,33,60,87,65,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,60,60,60,33,40,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,67,40,53,55,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
47,75,15,50,23,27,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,33,40,60,20,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,67,27,40,15,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,20,75,40,30,67,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,67,40,67,50,40,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,47,33,47,20,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
62,80,53,53,45,33,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,53,20,47,50,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24,13,13,47,10,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
49,67,33,47,35,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
64,60,80,53,50,53,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,50,35,65,67,53,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,67,27,67,25,33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
51,47,40,67,25,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
64,73,40,80,40,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
42,33,53,40,25,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
67,60,67,73,50,53,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,53,7,27,25,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,33,40,13,30,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,67,73,93,40,60,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20,25,25,10,20,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,73,40,60,45,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
58,67,47,60,55,47,92,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
69,80,47,80,60,47,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
49,60,33,53,20,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,67,27,73,45,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,60,47,67,70,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38,40,20,53,30,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
57,75,45,50,43,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
67,80,60,60,65,60,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,47,47,33,80,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,47,53,53,55,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,20,27,67,45,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
40,30,50,40,37,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,65,25,70,40,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,47,27,40,30,67,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,70,30,50,33,27,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
40,60,20,40,50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
44,73,27,33,35,33,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,60,47,73,25,40,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,33,0,40,20,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,53,40,53,25,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
53,45,65,50,47,80,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,70,35,70,57,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71,67,60,87,50,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
36,47,20,40,20,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,40,60,47,30,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,73,47,47,50,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40,53,40,27,25,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,53,47,13,30,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
58,60,47,67,30,47,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
